name,latitude,longitude,empty_slots,free_bikes,banking,ebikes,last_updated,payment-terminal,renting,returning,slots,uid,timestamp,occupancy_rate
Paul Signac - Aristide Briand,48.86950262156371,2.4502260982990265,31,0,False,0,1970-01-01 00:00:01.697701901+00:00,False,1,1,35,31025,2023-10-19 08:13:58.498000+00:00,88.57142857142857
Hôpital - Campo-Formio,48.835405,2.358218,7,8,True,7,1970-01-01 00:00:01.697702207+00:00,True,1,1,16,13011,2023-10-19 08:13:57.898000+00:00,43.75
Jean Calvin - Tournefort,48.84158856925782,2.348489575088024,22,6,False,3,1970-01-01 00:00:01.697702218+00:00,False,1,1,28,5014,2023-10-19 08:13:56.938000+00:00,78.57142857142857
Place de Barcelone - Mirabeau,48.847623027364,2.2735664248466,27,25,True,2,1970-01-01 00:00:01.697702196+00:00,True,1,1,55,16030,2023-10-19 08:13:58.820000+00:00,49.09090909090909
Charles Gide - Fort de Bicêtre ,48.8071937956922,2.353984415531159,30,0,False,0,1970-01-01 00:00:01.697702121+00:00,False,1,1,30,42701,2023-10-19 08:13:58.337000+00:00,100.0
Jardin de l'Hospice Debrousse,48.861451061938,2.40568600595,22,0,False,0,1970-01-01 00:00:01.697702032+00:00,False,1,1,23,20108,2023-10-19 08:13:57.742000+00:00,95.65217391304348
Place de la Porte de Passy,48.8573410954708,2.2644165538827115,33,3,True,2,1970-01-01 00:00:01.697702232+00:00,True,1,1,36,16020,2023-10-19 08:13:58.459000+00:00,91.66666666666666
Batignolles - Beudant,48.88216401466375,2.319852970540523,43,0,True,0,1970-01-01 00:00:01.697701934+00:00,True,1,1,44,8020,2023-10-19 08:13:58.257000+00:00,97.72727272727273
Daumesnil - Hébrard,48.8429,2.38474,34,6,False,1,1970-01-01 00:00:01.697702211+00:00,False,1,1,40,12043,2023-10-19 08:13:58.286000+00:00,85.0
Stade de France,48.91914195355805,2.362065576016903,21,23,True,14,1970-01-01 00:00:01.697702212+00:00,True,1,1,44,32011,2023-10-19 08:13:57.534000+00:00,47.72727272727273
Place de Lévis,48.88354685153325,2.313193380832673,46,1,True,1,1970-01-01 00:00:01.697701726+00:00,True,1,1,48,17015,2023-10-19 08:13:57.591000+00:00,95.83333333333334
Damrémont - Ordener,48.893400392981874,2.336266523912805,26,1,True,0,1970-01-01 00:00:01.697701702+00:00,True,1,1,30,18027,2023-10-19 08:13:58.346000+00:00,86.66666666666667
Arcole - Notre-Dame,48.85388354132773,2.3493797332048416,28,3,True,1,1970-01-01 00:00:01.697701629+00:00,True,1,1,31,4001,2023-10-19 08:13:58.660000+00:00,90.32258064516128
La Motte-Picquet - Grenelle,48.84858321339195,2.299347817897797,26,8,True,6,1970-01-01 00:00:01.697702225+00:00,True,1,1,34,15023,2023-10-19 08:13:58.333000+00:00,76.47058823529412
Président Wilson - Baudin,48.89826887103676,2.2849336266517644,4,23,False,9,1970-01-01 00:00:01.697702162+00:00,False,1,1,28,23003,2023-10-19 08:13:58.440000+00:00,14.285714285714285
Lobau - Hôtel de Ville,48.8562118,2.3532536,25,31,True,7,1970-01-01 00:00:01.697702211+00:00,True,1,1,60,4016,2023-10-19 08:13:58.477000+00:00,41.66666666666667
Colmar - Victor Hugo,48.88652251096166,2.173960916697979,16,16,True,6,1970-01-01 00:00:01.697702026+00:00,True,1,1,32,25001,2023-10-19 08:13:56.536000+00:00,50.0
Charonne - Pierre Bayle,48.858445054262,2.3903981223891,17,1,False,1,1970-01-01 00:00:01.697702188+00:00,False,1,1,23,11021,2023-10-19 08:13:58.594000+00:00,73.91304347826086
Jourdan - Monticelli,48.822032,2.329095,29,0,False,0,1970-01-01 00:00:01.697702231+00:00,False,1,1,30,14131,2023-10-19 08:13:58.637000+00:00,96.66666666666667
Porte d'Asnières,48.89035817610495,2.3036286234855656,24,10,True,1,1970-01-01 00:00:01.697702216+00:00,True,1,1,36,17023,2023-10-19 08:13:57.141000+00:00,66.66666666666666
Gaston Tessier - Rosa Parks RER,48.8963765,2.3743692,22,13,False,2,1970-01-01 00:00:01.697702080+00:00,False,1,1,37,19108,2023-10-19 08:13:57.845000+00:00,59.45945945945946
Camille Groult - Guy Môquet,48.787482746521306,2.397672571241856,10,12,False,0,1970-01-01 00:00:01.697702158+00:00,False,1,1,22,44007,2023-10-19 08:13:57.261000+00:00,45.45454545454545
Place de l'Europe - Quai de Bercy,48.82529858840266,2.394567914307117,3,14,False,0,1970-01-01 00:00:01.697702220+00:00,False,1,1,17,42209,2023-10-19 08:13:58.443000+00:00,17.647058823529413
Marché aux fleurs,48.855258115391,2.3473754525185,11,12,True,4,1970-01-01 00:00:01.697702191+00:00,True,1,1,23,4002,2023-10-19 08:13:58.431000+00:00,47.82608695652174
Assas - Luxembourg,48.84373446877937,2.333428381875887,1,31,False,16,1970-01-01 00:00:01.697702113+00:00,False,1,1,33,6008,2023-10-19 08:13:57.404000+00:00,3.0303030303030303
Pergolèse - Malakoff,48.87521088779225,2.284278161823749,18,19,False,8,1970-01-01 00:00:01.697702064+00:00,False,1,1,38,16002,2023-10-19 08:13:58.626000+00:00,47.368421052631575
Raspail - Albert Schweitzer,48.81031545,2.34395871,7,21,False,1,1970-01-01 00:00:01.697702174+00:00,False,1,1,28,42501,2023-10-19 08:13:57.159000+00:00,25.0
Jean Jaurès - Ouvrières Pivéreuses,48.91042343752563,2.399576604366303,14,5,False,4,1970-01-01 00:00:01.697702144+00:00,False,1,1,20,35001,2023-10-19 08:13:58.867000+00:00,70.0
Javel - André Citroën,48.846276485475,2.2786368057131767,0,45,True,8,1970-01-01 00:00:01.697702211+00:00,True,1,1,45,15064,2023-10-19 08:13:58.214000+00:00,0.0
Brillat-Savarin - Küss,48.822203,2.350422,14,4,False,2,1970-01-01 00:00:01.697702086+00:00,False,1,1,21,13109,2023-10-19 08:13:58.314000+00:00,66.66666666666666
Jacques Kellner - Saint-Ouen,48.895809485802886,2.327897409164145,37,5,True,2,1970-01-01 00:00:01.697702193+00:00,True,1,1,45,17003,2023-10-19 08:13:58.446000+00:00,82.22222222222221
Gare de Lyon - Chalon,48.845666194202,2.3741452395916,20,24,True,3,1970-01-01 00:00:01.697702142+00:00,True,1,1,45,12007,2023-10-19 08:13:58.724000+00:00,44.44444444444444
Estienne d'Orves - Henri Ginoux,48.81538822039728,2.320886790760933,30,0,False,0,1970-01-01 00:00:01.697702066+00:00,False,1,1,31,21204,2023-10-19 08:13:56.469000+00:00,96.7741935483871
Benjamin Delessert - Jean Lolive,48.89392043619345,2.417981922626496,14,6,False,3,1970-01-01 00:00:01.697702055+00:00,False,1,1,21,35007,2023-10-19 08:13:57.864000+00:00,66.66666666666666
Paris - Laitières,48.84630274151258,2.4207553267478947,7,15,True,3,1970-01-01 00:00:01.697702074+00:00,True,1,1,22,43001,2023-10-19 08:13:57.495000+00:00,31.818181818181817
Louis Pasteur - Albert Petit,48.796261,2.317289,27,4,False,2,1970-01-01 00:00:01.697701914+00:00,False,1,1,31,22206,2023-10-19 08:13:56.889000+00:00,87.09677419354838
Bobillot - Paulin Mery,48.82989984174738,2.3543356766748507,21,1,True,0,1970-01-01 00:00:01.697701741+00:00,True,1,1,23,13106,2023-10-19 08:13:58.185000+00:00,91.30434782608695
Louis Rolland - République,48.81710889740748,2.319310643495572,21,5,True,3,1970-01-01 00:00:01.697701919+00:00,True,1,1,26,21217,2023-10-19 08:13:57.418000+00:00,80.76923076923077
Emeriau - Beaugrenelle,48.84791249714942,2.2843059897422795,12,61,True,1,1970-01-01 00:00:01.697702232+00:00,True,1,1,74,15030,2023-10-19 08:13:58.317000+00:00,16.216216216216218
Faubourg Poissonnière - Dunkerque,48.88088344540444,2.349934279918671,29,1,True,1,1970-01-01 00:00:01.697702149+00:00,True,1,1,30,9114,2023-10-19 08:13:58.346000+00:00,96.66666666666667
Jean Moulin - Place Victor et Hélène Basch,48.82764910241,2.3261967301369,39,0,True,0,1970-01-01 00:00:01.697701640+00:00,True,1,1,41,14010,2023-10-19 08:13:56.989000+00:00,95.1219512195122
Victor Hugo - La Pompe,48.86795222470859,2.28146318346262,8,21,True,14,1970-01-01 00:00:01.697702213+00:00,True,1,1,41,16011,2023-10-19 08:13:58.350000+00:00,19.51219512195122
Place Mongolfier,48.815160030060376,2.459287941455841,15,23,False,3,1970-01-01 00:00:01.697702198+00:00,False,1,1,39,44101,2023-10-19 08:13:56.835000+00:00,38.46153846153847
Gare RER - Malleret-Joinville,48.802936,2.42531,2,18,True,1,1970-01-01 00:00:01.697702069+00:00,True,1,1,20,41403,2023-10-19 08:13:58.338000+00:00,10.0
Place de la Gare,48.80253358011283,2.4275037646293645,4,41,True,1,1970-01-01 00:00:01.697702188+00:00,True,1,1,46,47001,2023-10-19 08:13:58.015000+00:00,8.695652173913043
Paris - Désiré Préaux,48.85742876694898,2.4323049187660217,42,6,False,5,1970-01-01 00:00:01.697702152+00:00,False,1,1,49,31007,2023-10-19 08:13:58.585000+00:00,85.71428571428571
Italie - Jardin Joan Miro,48.81990914045756,2.35929485410452,25,0,True,0,1970-01-01 00:00:01.697702136+00:00,True,1,1,26,13032,2023-10-19 08:13:57.890000+00:00,96.15384615384616
Monceau - Malesherbes ,48.8795079,2.3145456,31,7,True,0,1970-01-01 00:00:01.697702034+00:00,True,1,1,38,8037,2023-10-19 08:13:58.587000+00:00,81.57894736842105
Gare de la Garenne-Colombes,48.909752,2.239145,11,17,True,9,1970-01-01 00:00:01.697702233+00:00,True,1,1,28,27004,2023-10-19 08:13:56.497000+00:00,39.285714285714285
Mairie de quartier du Plateau - Mont-Valérien,48.8799933,2.2072437,17,3,False,2,1970-01-01 00:00:01.697702148+00:00,False,1,1,20,92001,2023-10-19 08:13:57.783000+00:00,85.0
Paul Vaillant-Couturier - Victor Hugo,48.89819702263572,2.293848017974069,20,16,True,0,1970-01-01 00:00:01.697702230+00:00,True,1,1,36,23004,2023-10-19 08:13:57.348000+00:00,55.55555555555556
La Jarry - Place Diderot,48.849726940367326,2.452013790607453,23,1,False,1,1970-01-01 00:00:01.697702166+00:00,False,1,1,25,43010,2023-10-19 08:13:58.635000+00:00,92.0
Paul Doumer - Stalingrad,48.806518992199,2.3368880152702,18,6,False,2,1970-01-01 00:00:01.697702124+00:00,False,1,1,24,41101,2023-10-19 08:13:58.653000+00:00,75.0
Berthier - Place Stuart Merril,48.88592792235504,2.2933450341224675,34,3,False,2,1970-01-01 00:00:01.697702107+00:00,False,1,1,37,17107,2023-10-19 08:13:58.692000+00:00,91.8918918918919
Quai de l'Oise - Aisne,48.8906231,2.3833701,29,0,False,0,1970-01-01 00:00:01.697701764+00:00,False,1,1,30,19128,2023-10-19 08:13:57.187000+00:00,96.66666666666667
Goutte d'or - Barbès,48.885124323627,2.3496962338686,20,0,True,0,1970-01-01 00:00:01.697702064+00:00,True,1,1,20,18007,2023-10-19 08:13:57.301000+00:00,100.0
Charonne - Bureau,48.854176,2.396093,45,2,False,2,1970-01-01 00:00:01.697702218+00:00,False,1,1,47,11017,2023-10-19 08:13:58.721000+00:00,95.74468085106383
Square Louise Michel,48.884687354509,2.3441386967897,34,1,True,0,1970-01-01 00:00:01.697702183+00:00,True,1,1,36,18006,2023-10-19 08:13:57.947000+00:00,94.44444444444444
Mairie de Clamart,48.800612,2.262151,28,1,False,1,1970-01-01 00:00:01.697702207+00:00,False,1,1,33,21401,2023-10-19 08:13:58.375000+00:00,84.84848484848484
Vaugirard - Pasteur,48.84040868803496,2.315436713397504,18,3,True,2,1970-01-01 00:00:01.697702095+00:00,True,1,1,21,15004,2023-10-19 08:13:58.449000+00:00,85.71428571428571
Place Jeanne d'Arc,48.829575,2.369126,34,2,True,2,1970-01-01 00:00:01.697702216+00:00,True,1,1,36,13044,2023-10-19 08:13:57.616000+00:00,94.44444444444444
Douai - Pierre Fontaine,48.88229101148092,2.33324121683836,19,3,True,2,1970-01-01 00:00:01.697701987+00:00,True,1,1,25,9027,2023-10-19 08:13:58.373000+00:00,76.0
Bessières - Porte de Clichy,48.89611762451474,2.31790903955698,15,17,False,0,1970-01-01 00:00:01.697702174+00:00,False,1,1,33,17108,2023-10-19 08:13:58.496000+00:00,45.45454545454545
Portugais - Kléber,48.8712148,2.2937349,3,23,False,22,1970-01-01 00:00:01.697702217+00:00,False,1,1,26,16001,2023-10-19 08:13:58.849000+00:00,11.538461538461538
Maréchal Joffre - Verdun,48.85385,2.470307,19,0,False,0,1970-01-01 00:00:01.697702071+00:00,False,1,1,20,41205,2023-10-19 08:13:56.968000+00:00,95.0
Place Edmond Michelet,48.860134890542,2.3500636965036,18,5,True,3,1970-01-01 00:00:01.697702046+00:00,True,1,1,23,4020,2023-10-19 08:13:57.459000+00:00,78.26086956521739
Emile Zola - Fondary,48.84705114311375,2.295340597629548,38,4,True,1,1970-01-01 00:00:01.697702206+00:00,True,1,1,42,15022,2023-10-19 08:13:58.534000+00:00,90.47619047619048
Taitbout - La Fayette,48.87332988919973,2.3352625966072087,11,41,True,19,1970-01-01 00:00:01.697702209+00:00,True,1,1,53,9024,2023-10-19 08:13:56.702000+00:00,20.754716981132077
Charles Tillon - Cimetière Communal,48.91844023641836,2.3935630917549138,17,10,False,5,1970-01-01 00:00:01.697702233+00:00,False,1,1,30,33015,2023-10-19 08:13:58.388000+00:00,56.666666666666664
Saint-Mandé - Fabre d'Eglantine,48.8453579,2.3965022,6,27,False,3,1970-01-01 00:00:01.697702193+00:00,False,1,1,34,12018,2023-10-19 08:13:56.466000+00:00,17.647058823529413
Quai du Président Roosevelt - Pont Aval,48.8343883676388,2.2656820714473724,1,28,False,16,1970-01-01 00:00:01.697702227+00:00,False,1,1,30,15311,2023-10-19 08:13:57.471000+00:00,3.3333333333333335
Delizy - Louis Nadot,48.89621284558135,2.4094578623771667,4,18,False,8,1970-01-01 00:00:01.697702140+00:00,False,1,1,22,35006,2023-10-19 08:13:57.876000+00:00,18.181818181818183
Halles - Bourdonnais,48.860448992575,2.3460162431002,5,13,True,6,1970-01-01 00:00:01.697702218+00:00,True,1,1,20,1021,2023-10-19 08:13:58.065000+00:00,25.0
Île de la Jatte,48.8940361613021,2.2666339203715324,8,14,False,5,1970-01-01 00:00:01.697702230+00:00,False,1,1,23,22015,2023-10-19 08:13:57.282000+00:00,34.78260869565217
Centre Georges Pompidou,48.861419,2.352581,23,3,True,2,1970-01-01 00:00:01.697702165+00:00,True,1,1,26,4021,2023-10-19 08:13:56.540000+00:00,88.46153846153845
Place Saint-Just,48.790379518724265,2.3895226791501045,10,11,True,2,1970-01-01 00:00:01.697702218+00:00,True,1,1,22,44005,2023-10-19 08:13:58.376000+00:00,45.45454545454545
Rochechouart - Martyrs,48.882193779572,2.3405495658517,16,3,True,3,1970-01-01 00:00:01.697701984+00:00,True,1,1,20,18041,2023-10-19 08:13:58.010000+00:00,80.0
Placette Grégoire Collas,48.94342014002797,2.2487476095557213,12,12,False,4,1970-01-01 00:00:01.697702175+00:00,False,1,1,25,51002,2023-10-19 08:13:56.982000+00:00,48.0
Gérando - Rochechouart,48.88294340845,2.3464846238494,20,0,False,0,1970-01-01 00:00:01.697702130+00:00,False,1,1,21,9004,2023-10-19 08:13:58.700000+00:00,95.23809523809523
Candale - Mehul,48.8893935006175,2.414379715919495,20,4,False,3,1970-01-01 00:00:01.697701762+00:00,False,1,1,25,35012,2023-10-19 08:13:58.405000+00:00,80.0
Porte des Lilas - Faidherbe,48.87861855668978,2.412032783031464,38,1,True,0,1970-01-01 00:00:01.697701946+00:00,True,1,1,39,32601,2023-10-19 08:13:57.781000+00:00,97.43589743589743
Suffren - Champ de Mars,48.8547194,2.2952168,13,10,True,7,1970-01-01 00:00:01.697702033+00:00,True,1,1,23,15071,2023-10-19 08:13:58.868000+00:00,56.52173913043478
Balzac - Olympes de Gouges,48.77850332486751,2.4006786569952965,10,18,True,2,1970-01-01 00:00:01.697702222+00:00,True,1,1,28,44016,2023-10-19 08:13:57.842000+00:00,35.714285714285715
Square Bela Bartok,48.85120156830401,2.2846536710858345,0,24,True,6,1970-01-01 00:00:01.697702210+00:00,True,1,1,24,15102,2023-10-19 08:13:58.129000+00:00,0.0
Fort d'Aubervilliers,48.91502382370325,2.4035281687974925,18,2,True,0,1970-01-01 00:00:01.697702211+00:00,True,1,1,22,33016,2023-10-19 08:13:58.029000+00:00,81.81818181818183
Gare du Nord - Faubourg Saint-Denis,48.879612765503616,2.3568402975797653,24,1,True,0,1970-01-01 00:00:01.697702006+00:00,True,1,1,28,10151,2023-10-19 08:13:58.526000+00:00,85.71428571428571
Saint-Germain - Ciseaux,48.853305277595,2.3344654618827,7,11,True,6,1970-01-01 00:00:01.697702168+00:00,True,1,1,18,6012,2023-10-19 08:13:58.448000+00:00,38.88888888888889
Crozatier - Faubourg Saint-Antoine,48.850440013405,2.378901366211,36,4,True,1,1970-01-01 00:00:01.697702076+00:00,True,1,1,42,12005,2023-10-19 08:13:58.428000+00:00,85.71428571428571
Place Nelson Mandela,48.89787431818056,2.2182820737361912,19,9,False,8,1970-01-01 00:00:01.697702206+00:00,False,1,1,30,92006,2023-10-19 08:13:58.510000+00:00,63.33333333333333
Hoche - Tilsitt,48.874836457837,2.2971323132515,25,8,False,5,1970-01-01 00:00:01.697702097+00:00,False,1,1,33,8057,2023-10-19 08:13:58.394000+00:00,75.75757575757575
Londres - Place d'Estienne d'Orves,48.876693805756986,2.3305362090468407,8,16,False,6,1970-01-01 00:00:01.697702213+00:00,False,1,1,25,9102,2023-10-19 08:13:58.489000+00:00,32.0
Place Ginette Hamelin,48.837853,2.382064,22,26,True,6,1970-01-01 00:00:01.697702185+00:00,True,1,1,51,12026,2023-10-19 08:13:57.629000+00:00,43.13725490196079
Pont de Suresnes,48.867415092322,2.2258946679617,24,0,True,0,1970-01-01 00:00:01.545401930+00:00,True,0,0,24,21501,2023-10-19 08:13:58.600000+00:00,100.0
Esplanade du Foncet - Camille Desmoulins,48.82709023349496,2.2606857866048813,0,27,True,2,1970-01-01 00:00:01.697702159+00:00,True,1,1,28,21319,2023-10-19 08:13:58.860000+00:00,0.0
Auguste Blanqui - Corvisart,48.8300989,2.3502726,22,3,True,3,1970-01-01 00:00:01.697702012+00:00,True,1,1,26,13009,2023-10-19 08:13:57.449000+00:00,84.61538461538461
Dunkerque - Trudaine,48.88215166773376,2.3463253676891327,12,3,False,3,1970-01-01 00:00:01.697702203+00:00,False,1,1,16,9006,2023-10-19 08:13:57.171000+00:00,75.0
Joseph Dijon - Ornano,48.89374453351521,2.3476678133010864,32,3,True,2,1970-01-01 00:00:01.697702077+00:00,True,1,1,37,18030,2023-10-19 08:13:56.628000+00:00,86.48648648648648
Gare du Stade,48.9312676,2.2603778,7,12,False,2,1970-01-01 00:00:01.697702188+00:00,False,1,1,20,27005,2023-10-19 08:13:57.693000+00:00,35.0
Square Denise Buisson,48.8562322730982,2.426436245441437,36,9,False,2,1970-01-01 00:00:01.697702169+00:00,False,1,1,45,31005,2023-10-19 08:13:57.145000+00:00,80.0
Glacière - Soeur Catherine Marie,48.8295229894206,2.343570403754711,32,7,False,2,1970-01-01 00:00:01.697702138+00:00,False,1,1,40,13516,2023-10-19 08:13:58.241000+00:00,80.0
Place Monge,48.842761803051,2.3524079471827,21,0,True,0,1970-01-01 00:00:01.697701837+00:00,True,1,1,21,5024,2023-10-19 08:13:58.009000+00:00,100.0
Jourdan - Stade Charléty,48.819428333369,2.3433353751898,44,14,True,9,1970-01-01 00:00:01.697702232+00:00,True,1,1,60,14014,2023-10-19 08:13:57.506000+00:00,73.33333333333333
Maurice d'Ocagne - General Maudhuy,48.82414282524159,2.3158789426088333,18,12,False,5,1970-01-01 00:00:01.697702172+00:00,False,1,1,30,14137,2023-10-19 08:13:57.197000+00:00,60.0
Vivienne - Montmartre,48.871347597383,2.3414588347077,16,23,True,9,1970-01-01 00:00:01.697702198+00:00,True,1,1,39,2108,2023-10-19 08:13:57.357000+00:00,41.02564102564102
Marché Saint-Quentin,48.877356057652,2.3545114456374,11,2,False,2,1970-01-01 00:00:01.697702028+00:00,False,1,1,15,10021,2023-10-19 08:13:58.444000+00:00,73.33333333333333
Geoffroy - Marie,48.873781940593325,2.344513876337893,14,6,True,2,1970-01-01 00:00:01.697702102+00:00,True,1,1,20,9011,2023-10-19 08:13:58.527000+00:00,70.0
Toffier Decaux - Cartier Bresson,48.90165072551549,2.401754558086396,15,3,False,1,1970-01-01 00:00:01.697702095+00:00,False,1,1,18,35017,2023-10-19 08:13:58.454000+00:00,83.33333333333334
Place de Rungis,48.82245594764965,2.347382729482953,29,1,True,0,1970-01-01 00:00:01.697701836+00:00,True,1,1,32,13025,2023-10-19 08:13:57.185000+00:00,90.625
Vivaldi - Antoine-Julien Hénard,48.84192366327655,2.389728979467376,25,2,True,1,1970-01-01 00:00:01.697702080+00:00,True,1,1,27,12028,2023-10-19 08:13:58.859000+00:00,92.5925925925926
Godot de Mauroy - Madeleine,48.869789,2.326347,0,21,True,6,1970-01-01 00:00:01.697701832+00:00,True,1,1,22,9034,2023-10-19 08:13:57.887000+00:00,0.0
Madagascar - Meuniers,48.83460464474706,2.3970650508999825,30,3,False,1,1970-01-01 00:00:01.697702222+00:00,False,1,1,33,12035,2023-10-19 08:13:57.064000+00:00,90.9090909090909
Abbé Groult - Convention,48.83596927866069,2.302064039509349,12,0,False,0,1970-01-01 00:00:01.697702197+00:00,False,1,1,12,15039,2023-10-19 08:13:58.698000+00:00,100.0
Saint-Denis - Rivoli,48.859059340842,2.3476943001151,32,8,True,2,1970-01-01 00:00:01.697702147+00:00,True,1,1,43,1003,2023-10-19 08:13:57.395000+00:00,74.4186046511628
Buffon - Jardin des Plantes,48.84266846610488,2.3618587106466293,3,24,True,4,1970-01-01 00:00:01.697702211+00:00,True,1,1,30,5115,2023-10-19 08:13:57.404000+00:00,10.0
Louis Xavier de Ricard - Ancienne Mairie,48.84629899065091,2.472420372068882,34,0,False,0,1970-01-01 00:00:01.697702166+00:00,False,1,1,34,41211,2023-10-19 08:13:57.862000+00:00,100.0
Lebrun - Colonel Fabien ,48.78266870733145,2.381317801773548,25,1,False,0,1970-01-01 00:00:01.697701630+00:00,False,1,1,27,44011,2023-10-19 08:13:58.865000+00:00,92.5925925925926
Saint-Antoine Sévigné,48.8550222,2.3612322,3,32,True,10,1970-01-01 00:00:01.697702223+00:00,True,1,1,26,4010,2023-10-19 08:13:58.008000+00:00,11.538461538461538
Place Joffre - Frédéric le Play,48.853754486938,2.3044242337346,29,9,True,2,1970-01-01 00:00:01.697702080+00:00,True,1,1,38,7109,2023-10-19 08:13:57.685000+00:00,76.31578947368422
Square Etienne Jarousse,48.82485182597129,2.2925933450460434,24,1,False,1,1970-01-01 00:00:01.697702212+00:00,False,1,1,25,21707,2023-10-19 08:13:58.279000+00:00,96.0
Rottembourg - Général Michel Bizot,48.83787825992554,2.4044052511453637,35,6,True,1,1970-01-01 00:00:01.697702143+00:00,True,1,1,43,12155,2023-10-19 08:13:58.353000+00:00,81.3953488372093
Sebastopol - Rambuteau,48.86181809267,2.3501381278038,9,6,False,2,1970-01-01 00:00:01.697702181+00:00,False,1,1,16,4104,2023-10-19 08:13:56.649000+00:00,56.25
Cloître Saint-Merri - Renard,48.858835448898,2.3518279194832,15,15,False,1,1970-01-01 00:00:01.697701992+00:00,False,1,1,32,4019,2023-10-19 08:13:58.518000+00:00,46.875
Gare d'Argenteuil,48.94702243680671,2.256898172199726,20,19,True,2,1970-01-01 00:00:01.697702229+00:00,True,1,1,40,51001,2023-10-19 08:13:58.722000+00:00,50.0
Mairie du 8ème ,48.877932,2.318264,5,9,False,6,1970-01-01 00:00:01.697702201+00:00,False,1,1,14,8027,2023-10-19 08:13:57.377000+00:00,35.714285714285715
Jules Guesdes - Général de Gaulle,48.81930581291959,2.278934195637703,24,0,True,0,1970-01-01 00:00:01.697702231+00:00,True,1,1,24,21315,2023-10-19 08:13:56.970000+00:00,100.0
Bibliothèque Nationale - Richelieu,48.868288993515,2.3380893096328,3,13,False,2,1970-01-01 00:00:01.697702228+00:00,False,1,1,17,2112,2023-10-19 08:13:57.521000+00:00,17.647058823529413
Marché Saint-Germain,48.85165625855281,2.335500307381153,16,5,True,3,1970-01-01 00:00:01.697702231+00:00,True,1,1,21,6022,2023-10-19 08:13:58.299000+00:00,76.19047619047619
Cherche-Midi - Hôpital Necker,48.84461063309956,2.317914068698883,31,4,True,1,1970-01-01 00:00:01.697702163+00:00,True,1,1,38,15006,2023-10-19 08:13:58.363000+00:00,81.57894736842105
Charenton - Prague,48.848175129981,2.3763584494312,20,4,True,2,1970-01-01 00:00:01.697702207+00:00,True,1,1,26,12101,2023-10-19 08:13:58.073000+00:00,76.92307692307693
Place Aimé Césaire,48.783194713067815,2.2429127991199493,22,2,False,2,1970-01-01 00:00:01.697702196+00:00,False,1,1,27,21402,2023-10-19 08:13:57.565000+00:00,81.48148148148148
Bourg l'Abbé - Saint-Martin,48.86393331949257,2.352406270802021,32,6,False,2,1970-01-01 00:00:01.697702189+00:00,False,1,1,42,3102,2023-10-19 08:13:58.349000+00:00,76.19047619047619
Hôpital Necker,48.84604349011845,2.313245013356209,15,22,False,7,1970-01-01 00:00:01.697702203+00:00,False,1,1,40,15129,2023-10-19 08:13:58.465000+00:00,37.5
Condorcet - Turgot,48.87985155789093,2.345232367515564,15,3,True,1,1970-01-01 00:00:01.697702160+00:00,True,1,1,20,9007,2023-10-19 08:13:58.497000+00:00,75.0
Dareau - Broussais,48.8307758,2.3361804,22,1,True,1,1970-01-01 00:00:01.697702160+00:00,True,1,1,24,14125,2023-10-19 08:13:57.365000+00:00,91.66666666666666
Jean Monnet - Iles,48.8233939840573,2.2497073194874866,25,7,False,2,1970-01-01 00:00:01.697701858+00:00,False,1,1,32,21303,2023-10-19 08:13:57.350000+00:00,78.125
Parc Eli Lotar,48.91844993053703,2.3727085813879967,11,9,True,2,1970-01-01 00:00:01.697701859+00:00,True,1,1,20,33014,2023-10-19 08:13:56.647000+00:00,55.00000000000001
Villiers - Batignolles,48.88125253846116,2.31653843075037,21,2,True,0,1970-01-01 00:00:01.697702180+00:00,True,1,1,23,17024,2023-10-19 08:13:58.318000+00:00,91.30434782608695
Stalingrad - Rigollots,48.84997403844251,2.45557576417923,50,1,False,1,1970-01-01 00:00:01.697702061+00:00,False,1,1,51,41203,2023-10-19 08:13:56.979000+00:00,98.0392156862745
Place Charles Michels,48.846401,2.28502,21,14,False,2,1970-01-01 00:00:01.697701864+00:00,False,1,1,37,15127,2023-10-19 08:13:57.634000+00:00,56.75675675675676
Croix Nivert - Square Saint-Lambert,48.8430515215905,2.295200452208519,39,8,True,1,1970-01-01 00:00:01.697702192+00:00,True,1,1,47,15036,2023-10-19 08:13:57.245000+00:00,82.97872340425532
Mairie du 14ème,48.83254578123,2.3254923149943,29,2,True,2,1970-01-01 00:00:01.697702133+00:00,True,1,1,32,14032,2023-10-19 08:13:58.540000+00:00,90.625
Benoît Frachon - République,48.85230729014318,2.415605485439301,17,13,False,8,1970-01-01 00:00:01.697701892+00:00,False,1,1,30,20105,2023-10-19 08:13:58.420000+00:00,56.666666666666664
Dutot - Place Alleray,48.836826091766,2.3071701095578,56,0,True,0,1970-01-01 00:00:01.697702171+00:00,True,1,1,56,15018,2023-10-19 08:13:58.837000+00:00,100.0
Leredde - Tolbiac,48.82887629664,2.3744382709265,12,32,True,8,1970-01-01 00:00:01.697702060+00:00,True,1,1,44,13052,2023-10-19 08:13:57.156000+00:00,27.27272727272727
Jean Jaurès - Jules Jacquemin,48.88433053604843,2.4082902455152104,20,1,False,0,1970-01-01 00:00:01.697701925+00:00,False,1,1,24,33103,2023-10-19 08:13:58.236000+00:00,83.33333333333334
