name,latitude,longitude,empty_slots,free_bikes,banking,ebikes,last_updated,payment-terminal,renting,returning,slots,uid,timestamp,occupancy_rate
Francoeur - Marcadet,48.89104123261663,2.340014585442034,17,2,True,2,1970-01-01 00:00:01.697701994+00:00,True,1,1,20,18020,2023-10-19 08:13:58.410000+00:00,85.0
Henri Chevreau - Couronnes,48.87033205312931,2.388777695596218,26,1,True,0,1970-01-01 00:00:01.697702207+00:00,True,1,1,27,20136,2023-10-19 08:13:57.859000+00:00,96.29629629629629
Pascal - Claude Bernard,48.83906195215975,2.349978201091289,39,3,True,0,1970-01-01 00:00:01.697702107+00:00,True,1,1,49,5026,2023-10-19 08:13:58.100000+00:00,79.59183673469387
Place Valhubert,48.844182577315,2.3640366643667,19,17,True,3,1970-01-01 00:00:01.697702020+00:00,True,1,1,37,5116,2023-10-19 08:13:58.085000+00:00,51.35135135135135
Lamennais - Washington ,48.87352990026496,2.303444892168045,1,22,False,14,1970-01-01 00:00:01.697702155+00:00,False,1,1,26,8102,2023-10-19 08:13:56.456000+00:00,3.8461538461538463
Lauriston - Copernic,48.86926,2.289918,7,8,False,6,1970-01-01 00:00:01.697702167+00:00,False,1,1,19,16006,2023-10-19 08:13:58.405000+00:00,36.84210526315789
Pierre Grenier - Pont de Billancourt,48.8258020742942,2.2487989068031315,18,2,False,0,1970-01-01 00:00:01.697701908+00:00,False,1,1,21,21013,2023-10-19 08:13:58.857000+00:00,85.71428571428571
Vasco de Gama,48.83671783466264,2.283664085650799,18,34,False,4,1970-01-01 00:00:01.697702223+00:00,False,1,1,54,15055,2023-10-19 08:13:58.859000+00:00,33.33333333333333
Bineau - Louise Michel,48.88666162207,2.2843274474144,0,0,False,0,1970-01-01 00:00:01.688614813+00:00,False,0,0,0,23011,2023-10-19 08:13:58.581000+00:00,
Professeur René Leriche - Général Leclerc ,48.90782845483013,2.307887971401215,19,31,True,1,1970-01-01 00:00:01.697702177+00:00,True,1,1,50,21111,2023-10-19 08:13:56.555000+00:00,38.0
Bara - Henri Farman,48.833218027457846,2.2677567601203923,1,34,False,15,1970-01-01 00:00:01.697702197+00:00,False,1,1,36,21308,2023-10-19 08:13:58.353000+00:00,2.7777777777777777
Carrefour Pleyel,48.92034156960326,2.3438543826341625,0,51,True,25,1970-01-01 00:00:01.697702178+00:00,True,1,1,36,32012,2023-10-19 08:13:58.182000+00:00,0.0
Navier - Epinettes,48.89587780769155,2.3226776719093327,34,1,True,1,1970-01-01 00:00:01.697702230+00:00,True,1,1,36,17007,2023-10-19 08:13:58.545000+00:00,94.44444444444444
Ledru-Rollin - Charonne,48.85345855607243,2.3772463581947094,25,6,False,2,1970-01-01 00:00:01.697702196+00:00,False,1,1,32,11114,2023-10-19 08:13:57.488000+00:00,78.125
Parc de Belleville - Julien Lacroix,48.8703459,2.3842214,25,1,False,1,1970-01-01 00:00:01.697701911+00:00,False,1,1,26,20040,2023-10-19 08:13:58.776000+00:00,96.15384615384616
Gare de l'Est - Verdun,48.876156054271,2.3609149083206,12,1,False,0,1970-01-01 00:00:01.697702129+00:00,False,1,1,14,10023,2023-10-19 08:13:58.694000+00:00,85.71428571428571
Charenton - Place du Col Bourgoin,48.844867319554,2.3825789350545,31,1,True,1,1970-01-01 00:00:01.697702224+00:00,True,1,1,35,12011,2023-10-19 08:13:57.053000+00:00,88.57142857142857
Morice - Général Leclerc,48.90245471981591,2.3128929734230046,19,6,False,3,1970-01-01 00:00:01.697702051+00:00,False,1,1,25,21105,2023-10-19 08:13:57.878000+00:00,76.0
Lucien Sampaix - Récollets,48.87433037756048,2.3621229082345963,43,3,True,2,1970-01-01 00:00:01.697702049+00:00,True,1,1,46,10015,2023-10-19 08:13:58.458000+00:00,93.47826086956522
Place Jean Delay,48.823316,2.354336,31,2,False,0,1970-01-01 00:00:01.697701888+00:00,False,1,1,35,13026,2023-10-19 08:13:58.464000+00:00,88.57142857142857
Pont de Levallois-bécon ,48.8984179,2.2791311,15,34,True,14,1970-01-01 00:00:01.697702169+00:00,True,1,1,50,23002,2023-10-19 08:13:57.879000+00:00,30.0
Place Violet,48.84487893836502,2.2905756533145905,28,1,False,1,1970-01-01 00:00:01.697702194+00:00,False,1,1,30,15033,2023-10-19 08:13:56.929000+00:00,93.33333333333333
Jonquoy - Didot,48.82890454823947,2.31648076325655,27,2,False,0,1970-01-01 00:00:01.697701881+00:00,False,1,1,30,14130,2023-10-19 08:13:58.421000+00:00,90.0
Place du Général de Gaulle,48.8525288,2.4877332,10,17,True,13,1970-01-01 00:00:01.697701960+00:00,True,1,1,28,41207,2023-10-19 08:13:58.349000+00:00,35.714285714285715
Quai Voltaire,48.858942986179,2.3314182047146,0,29,True,8,1970-01-01 00:00:01.697701940+00:00,True,1,1,32,7006,2023-10-19 08:13:58.521000+00:00,0.0
Dunois - Clisson,48.832294,2.3674523,45,4,True,2,1970-01-01 00:00:01.697702046+00:00,True,1,1,51,13043,2023-10-19 08:13:58.424000+00:00,88.23529411764706
Edouard Vaillant - Paul-Adolphe Souriau,48.83484585882868,2.247945964336396,4,23,False,4,1970-01-01 00:00:01.697702174+00:00,False,1,1,28,21019,2023-10-19 08:13:57.194000+00:00,14.285714285714285
Michelet - Assas,48.84274150283194,2.335021197795868,2,15,False,9,1970-01-01 00:00:01.697702211+00:00,False,1,1,18,6018,2023-10-19 08:13:58.386000+00:00,11.11111111111111
Porte Dorée,48.8354337,2.4077132,24,11,True,2,1970-01-01 00:00:01.697702124+00:00,True,1,1,36,12032,2023-10-19 08:13:58.430000+00:00,66.66666666666666
Félix Faure - Lourmel,48.83868901709515,2.2818081825971603,24,32,True,3,1970-01-01 00:00:01.697702231+00:00,True,1,1,58,15032,2023-10-19 08:13:57.961000+00:00,41.37931034482759
Belleville - Porte des Lilas,48.87660391892763,2.404769691129476,31,1,False,0,1970-01-01 00:00:01.697702224+00:00,False,1,1,32,19037,2023-10-19 08:13:56.829000+00:00,96.875
Haxo - Surmelin,48.8694370761222,2.40539657537972,19,0,False,0,1970-01-01 00:00:01.697702153+00:00,False,1,1,21,20109,2023-10-19 08:13:57.248000+00:00,90.47619047619048
Gare de l'Est - Place du 11 Novembre 1918,48.876327,2.3585464,37,2,True,1,1970-01-01 00:00:01.697702162+00:00,True,1,1,40,10165,2023-10-19 08:13:58.689000+00:00,92.5
Porte de Clignancourt.,48.897488,2.343996,46,8,True,4,1970-01-01 00:00:01.697702195+00:00,True,1,1,56,18032,2023-10-19 08:13:58.276000+00:00,82.14285714285714
Primo Levi - Frigos,48.83094844846017,2.37965351592796,2,31,True,8,1970-01-01 00:00:01.697702225+00:00,True,1,1,34,13016,2023-10-19 08:13:58.217000+00:00,5.88235294117647
Place Alphonse Deville,48.850188262662,2.3275961726904,10,13,False,5,1970-01-01 00:00:01.697702222+00:00,False,1,1,23,6107,2023-10-19 08:13:56.936000+00:00,43.47826086956522
Hôtel de Ville d'Argenteuil,48.946504,2.2496396,22,8,True,1,1970-01-01 00:00:01.697702199+00:00,True,1,1,30,51003,2023-10-19 08:13:56.923000+00:00,73.33333333333333
Mézières - Rennes ,48.85023459321703,2.3303819820284843,46,8,True,6,1970-01-01 00:00:01.697702226+00:00,True,1,1,55,6103,2023-10-19 08:13:56.801000+00:00,83.63636363636363
Place Adolphe Cherioux - Vaugirard,48.83959442800459,2.3010657727718358,60,3,True,3,1970-01-01 00:00:01.697702148+00:00,True,1,1,63,15038,2023-10-19 08:13:57.801000+00:00,95.23809523809523
Charles de Gaulle - Madrid,48.884432270368,2.2608044743538,1,20,True,12,1970-01-01 00:00:01.697702108+00:00,True,1,1,22,22005,2023-10-19 08:13:58.088000+00:00,4.545454545454546
Tanger - Place du Maroc,48.8862524447104,2.3689296841621403,15,1,False,0,1970-01-01 00:00:01.697702231+00:00,False,1,1,19,19109,2023-10-19 08:13:57.552000+00:00,78.94736842105263
Ménilmontant - Pelleport,48.87068263384462,2.398959602331646,18,1,False,1,1970-01-01 00:00:01.697702149+00:00,False,1,1,19,20036,2023-10-19 08:13:58.323000+00:00,94.73684210526315
Vincennes - Douy-Delcupe,48.85493692155721,2.436049282550812,36,2,False,1,1970-01-01 00:00:01.697702085+00:00,False,1,1,38,31019,2023-10-19 08:13:58.357000+00:00,94.73684210526315
Place du Cornillon - Stade de France,48.92540695835961,2.3644426837563515,26,7,True,2,1970-01-01 00:00:01.697702130+00:00,True,1,1,34,32014,2023-10-19 08:13:58.302000+00:00,76.47058823529412
Belfort - Voltaire,48.8563358,2.3829901,32,6,True,2,1970-01-01 00:00:01.697702225+00:00,True,1,1,39,11020,2023-10-19 08:13:57.351000+00:00,82.05128205128204
Porte de Saint-Ouen - Henri Huchard,48.89870836636506,2.3295360803604126,5,14,False,2,1970-01-01 00:00:01.697702180+00:00,False,1,1,26,17124,2023-10-19 08:13:57.405000+00:00,19.230769230769234
Place du Maréchal Juin - Péreire,48.885263,2.298286,37,4,True,1,1970-01-01 00:00:01.697702122+00:00,True,1,1,46,17027,2023-10-19 08:13:57.333000+00:00,80.43478260869566
Victoria - Place du Chatelet,48.857992591527,2.3469167947769,10,10,True,6,1970-01-01 00:00:01.697702109+00:00,True,1,1,22,1002,2023-10-19 08:13:58.460000+00:00,45.45454545454545
Vinaigriers - Magenta,48.8731167,2.3593052,18,5,True,3,1970-01-01 00:00:01.697702192+00:00,True,1,1,25,10012,2023-10-19 08:13:56.983000+00:00,72.0
République - Danton,48.85249172181667,2.462034523487091,18,0,False,0,1970-01-01 00:00:01.697702133+00:00,False,1,1,20,41204,2023-10-19 08:13:57.795000+00:00,90.0
Colonel Monteil - Brune,48.82650293311,2.3092747998272,14,4,False,0,1970-01-01 00:00:01.697702186+00:00,False,1,1,19,14122,2023-10-19 08:13:58.831000+00:00,73.68421052631578
Gare d'Asnières sur Seine,48.90636459217474,2.283506691455841,15,7,True,1,1970-01-01 00:00:01.697702122+00:00,True,1,1,24,26001,2023-10-19 08:13:58.451000+00:00,62.5
Verdun - Adrien Damalix,48.8222334178559,2.4215328320860863,22,3,True,1,1970-01-01 00:00:01.697701941+00:00,True,1,1,26,44102,2023-10-19 08:13:58.616000+00:00,84.61538461538461
Milton - Manuel,48.878249,2.341181,20,1,False,1,1970-01-01 00:00:01.697702125+00:00,False,1,1,22,9115,2023-10-19 08:13:58.311000+00:00,90.9090909090909
Edouard Pailleron - Simon Bolivar ,48.87979886049996,2.374839261174202,23,1,False,0,1970-01-01 00:00:01.697701843+00:00,False,1,1,24,19039,2023-10-19 08:13:58.743000+00:00,95.83333333333334
Mac-Mahon - Brey,48.877532084130166,2.294512536052928,20,4,True,2,1970-01-01 00:00:01.697702137+00:00,True,1,1,25,17046,2023-10-19 08:13:58.547000+00:00,80.0
Eglise d'Auteuil,48.84749841771691,2.26848387135299,8,12,False,4,1970-01-01 00:00:01.697702188+00:00,False,1,1,21,16032,2023-10-19 08:13:58.395000+00:00,38.095238095238095
Lepic - Armée d'Orient,48.88753640381415,2.334307730197907,23,1,False,1,1970-01-01 00:00:01.697701958+00:00,False,1,1,24,18113,2023-10-19 08:13:58.089000+00:00,95.83333333333334
Jean Jaurès - Jean Baptiste Clément ,48.84576261454011,2.236965000629425,10,14,True,5,1970-01-01 00:00:01.697702133+00:00,True,1,1,24,21003,2023-10-19 08:13:58.707000+00:00,41.66666666666667
Château - Bineau,48.890404028589806,2.270106375217438,16,7,True,1,1970-01-01 00:00:01.697701962+00:00,True,1,1,23,22001,2023-10-19 08:13:58.495000+00:00,69.56521739130434
Courcelles - Pierre Demours,48.883769733273496,2.29858466343129,22,3,True,0,1970-01-01 00:00:01.697702019+00:00,True,1,1,26,17047,2023-10-19 08:13:58.232000+00:00,84.61538461538461
Mairie du 18ème,48.892939296937605,2.344551086425781,32,3,True,1,1970-01-01 00:00:01.697702229+00:00,True,1,1,40,18025,2023-10-19 08:13:58.551000+00:00,80.0
Bridaine - Lamandé,48.8862074,2.3206239,27,2,False,2,1970-01-01 00:00:01.697702009+00:00,False,1,1,29,17122,2023-10-19 08:13:57.025000+00:00,93.10344827586206
Porte de Ménilmontant,48.8691543609174,2.40932246879487,15,0,False,0,1970-01-01 00:00:01.697701662+00:00,False,1,1,15,20027,2023-10-19 08:13:58.452000+00:00,100.0
Laffitte - Italiens,48.871815737396,2.3372015478451,8,25,False,9,1970-01-01 00:00:01.697702001+00:00,False,1,1,33,9023,2023-10-19 08:13:57.356000+00:00,24.242424242424242
Place Lafayette,48.829654975522,2.2638675570488,4,57,True,16,1970-01-01 00:00:01.697702200+00:00,True,1,1,62,21306,2023-10-19 08:13:56.691000+00:00,6.451612903225806
Indre - Prairies,48.86254398506782,2.403290458023548,37,1,False,1,1970-01-01 00:00:01.697702093+00:00,False,1,1,38,20021,2023-10-19 08:13:57.964000+00:00,97.36842105263158
Lourmel - Marie Skobtsov,48.844974,2.287283,18,4,False,1,1970-01-01 00:00:01.697702107+00:00,False,1,1,22,15108,2023-10-19 08:13:57.913000+00:00,81.81818181818183
Belleville - Télégraphe,48.8756045,2.3995549,39,1,False,1,1970-01-01 00:00:01.697702227+00:00,False,1,1,41,19040,2023-10-19 08:13:58.468000+00:00,95.1219512195122
Danton - Serpente,48.85229736258167,2.341413237154484,8,12,True,1,1970-01-01 00:00:01.697702209+00:00,True,1,1,22,6016,2023-10-19 08:13:57.903000+00:00,36.36363636363637
Cité des Sciences et de l'Industrie,48.89659571178903,2.384599149227142,26,4,True,3,1970-01-01 00:00:01.697702195+00:00,True,1,1,30,19009,2023-10-19 08:13:57.210000+00:00,86.66666666666667
Place de Verdun,48.8202823,2.473775,29,10,False,4,1970-01-01 00:00:01.697702014+00:00,False,1,1,40,43402,2023-10-19 08:13:57.899000+00:00,72.5
Square des Epinettes,48.89383909781389,2.325953990221024,15,3,False,0,1970-01-01 00:00:01.697702112+00:00,False,1,1,20,17121,2023-10-19 08:13:58.141000+00:00,75.0
Les Planètes ,48.8099849920804,2.4580853059887886,6,10,False,0,1970-01-01 00:00:01.697701834+00:00,False,1,1,16,47006,2023-10-19 08:13:58.305000+00:00,37.5
Chabrol - d'Hauteville,48.87701838803332,2.3513179644942284,0,10,False,6,1970-01-01 00:00:01.697702167+00:00,False,1,1,11,10020,2023-10-19 08:13:58.239000+00:00,0.0
Square du Carrefour de l'Insurrection,48.82086455977068,2.291113436222077,23,0,False,0,1970-01-01 00:00:01.697702232+00:00,False,1,1,23,21703,2023-10-19 08:13:58.437000+00:00,100.0
Square Saint-Ambroise,48.860934,2.375841,35,6,True,3,1970-01-01 00:00:01.697701964+00:00,True,1,1,43,11041,2023-10-19 08:13:58.413000+00:00,81.3953488372093
Hameau Fleuri - Marché,48.83144889260832,2.2412404417991643,17,5,False,0,1970-01-01 00:00:01.697701851+00:00,False,1,1,22,21014,2023-10-19 08:13:57.283000+00:00,77.27272727272727
Pajol - Riquet ,48.88960028134536,2.362853474915028,37,2,True,0,1970-01-01 00:00:01.697702220+00:00,True,1,1,47,18109,2023-10-19 08:13:56.556000+00:00,78.72340425531915
Lassus - Delouvain,48.8755044846,2.3890327325519,19,0,False,0,1970-01-01 00:00:01.697701837+00:00,False,1,1,20,19038,2023-10-19 08:13:57.251000+00:00,95.0
Emile Blemont - Poteau,48.8943782,2.3415122,38,0,True,0,1970-01-01 00:00:01.697702070+00:00,True,1,1,39,18029,2023-10-19 08:13:57.632000+00:00,97.43589743589743
Jean Bleuzen - Square du 11 Novembre,48.8232579,2.2965213,43,4,True,4,1970-01-01 00:00:01.697701950+00:00,True,1,1,49,21706,2023-10-19 08:13:56.726000+00:00,87.75510204081633
Orteaux - Mouraud,48.85558642847872,2.408762907764669,21,3,False,3,1970-01-01 00:00:01.697701718+00:00,False,1,1,24,20118,2023-10-19 08:13:58.255000+00:00,87.5
François Ponsard - La Muette ,48.8583666,2.2744515,18,5,True,3,1970-01-01 00:00:01.697702071+00:00,True,1,1,23,16021,2023-10-19 08:13:58.702000+00:00,78.26086956521739
Provence - Chaussée d'Antin,48.87428447542072,2.332976511564311,7,18,True,9,1970-01-01 00:00:01.697702160+00:00,True,1,1,25,9031,2023-10-19 08:13:57.944000+00:00,28.000000000000004
Ledru-Rollin - Place du Père Chaillet,48.8564337069437,2.379020587761426,29,5,True,3,1970-01-01 00:00:01.697702123+00:00,True,1,1,37,11006,2023-10-19 08:13:57.003000+00:00,78.37837837837837
Assas - Vaugirard,48.848274111398,2.3292413726449,4,30,False,13,1970-01-01 00:00:01.697702217+00:00,False,1,1,35,6030,2023-10-19 08:13:58.782000+00:00,11.428571428571429
Pelleport - Belgrand,48.86500081847653,2.403980836377493,15,0,False,0,1970-01-01 00:00:01.697702228+00:00,False,1,1,15,20023,2023-10-19 08:13:58.308000+00:00,100.0
Ordener - Poissonniers,48.891213890844654,2.351288666219873,31,2,True,1,1970-01-01 00:00:01.697701677+00:00,True,1,1,35,18023,2023-10-19 08:13:58.550000+00:00,88.57142857142857
Place Etienne Pernet,48.84243457133779,2.2921819612383847,38,5,True,0,1970-01-01 00:00:01.697701731+00:00,True,1,1,43,15035,2023-10-19 08:13:58.741000+00:00,88.37209302325581
Mairie du 10ème,48.872089449907,2.3575825989246,16,1,True,1,1970-01-01 00:00:01.697702217+00:00,True,1,1,19,10009,2023-10-19 08:13:57.093000+00:00,84.21052631578947
Porte d'Aubervilliers,48.89859661942376,2.3689722642302518,24,28,False,15,1970-01-01 00:00:01.697702072+00:00,False,1,1,55,18049,2023-10-19 08:13:58.552000+00:00,43.63636363636363
Sadi Carnot - François Mitterrand ,48.87532687671517,2.4241617321968083,24,2,False,2,1970-01-01 00:00:01.697701821+00:00,False,1,1,27,31703,2023-10-19 08:13:58.589000+00:00,88.88888888888889
Bellefond - Maubeuge,48.878255397645,2.3452642187476,25,4,True,0,1970-01-01 00:00:01.697701998+00:00,True,1,1,31,9117,2023-10-19 08:13:56.937000+00:00,80.64516129032258
Théâtre - Lourmel,48.8482070397636,2.2898658737540245,31,20,True,1,1970-01-01 00:00:01.697702185+00:00,True,1,1,53,15031,2023-10-19 08:13:57.281000+00:00,58.490566037735846
Aubervilliers - Curial,48.89088305227546,2.3688579350709915,8,15,True,4,1970-01-01 00:00:01.697702232+00:00,True,1,1,23,19127,2023-10-19 08:13:57.849000+00:00,34.78260869565217
Champs-Elysees - Bassano,48.871811807816,2.300238981843,25,0,True,0,1970-01-01 00:00:01.613934558+00:00,True,0,0,25,8116,2023-10-19 08:13:57.886000+00:00,100.0
Balard - Montagne de la Fage,48.83850740333351,2.278287112712861,12,23,False,12,1970-01-01 00:00:01.697702230+00:00,False,1,1,36,15070,2023-10-19 08:13:58.543000+00:00,33.33333333333333
Place Pasdeloup,48.862654215631,2.3670325062844,17,1,True,1,1970-01-01 00:00:01.697702210+00:00,True,1,1,21,11043,2023-10-19 08:13:57.088000+00:00,80.95238095238095
Méchain - Faubourg Saint-Jacques,48.83586772099485,2.33798034198275,10,6,False,4,1970-01-01 00:00:01.697701901+00:00,False,1,1,16,14112,2023-10-19 08:13:57.435000+00:00,62.5
Stade Auguste Delaune,48.80896378683884,2.4345204234123234,4,14,True,2,1970-01-01 00:00:01.697702219+00:00,True,1,1,21,47004,2023-10-19 08:13:58.191000+00:00,19.047619047619047
Maison de Radio - France,48.85132886434057,2.277785539627075,30,17,True,1,1970-01-01 00:00:01.697702187+00:00,True,1,1,47,16029,2023-10-19 08:13:58.170000+00:00,63.829787234042556
Square Léon,48.88667396788626,2.353205569088459,30,3,False,3,1970-01-01 00:00:01.697701925+00:00,False,1,1,33,18008,2023-10-19 08:13:57.023000+00:00,90.9090909090909
Jean-Baptiste Pigalle - La Bruyere,48.87939826447722,2.333709173337285,11,5,True,2,1970-01-01 00:00:01.697702133+00:00,True,1,1,17,9026,2023-10-19 08:13:57.872000+00:00,64.70588235294117
Transvaal - Charles de Gaulle ,48.848280403628806,2.2373420120857195,12,15,True,4,1970-01-01 00:00:01.697702098+00:00,True,1,1,27,21001,2023-10-19 08:13:56.969000+00:00,44.44444444444444
Belliard - Damrémont,48.89669238777841,2.338023450388167,31,2,True,0,1970-01-01 00:00:01.697701990+00:00,True,1,1,34,18033,2023-10-19 08:13:57.828000+00:00,91.17647058823529
Mozart - Jasmin,48.85286124871689,2.268483570651513,56,4,True,1,1970-01-01 00:00:01.697702207+00:00,True,1,1,62,16027,2023-10-19 08:13:57.803000+00:00,90.32258064516128
Boulets - Faubourg Saint-Antoine,48.849259262115,2.3917546141943,41,1,False,0,1970-01-01 00:00:01.697702210+00:00,False,1,1,43,11010,2023-10-19 08:13:58.381000+00:00,95.34883720930233
Haies - Réunion,48.85386896766491,2.402426162238911,21,1,False,1,1970-01-01 00:00:01.697702112+00:00,False,1,1,22,20116,2023-10-19 08:13:58.293000+00:00,95.45454545454545
Maine - Antoine Bourdelle,48.84308531746595,2.320263946784738,6,11,True,10,1970-01-01 00:00:01.697702217+00:00,True,1,1,17,15002,2023-10-19 08:13:58.803000+00:00,35.294117647058826
Kléber - Gouverneur Général Eboué,48.8268858430698,2.2723413258790965,2,20,False,2,1970-01-01 00:00:01.697702196+00:00,False,1,1,24,21310,2023-10-19 08:13:58.387000+00:00,8.333333333333332
Président Wilson - Jean Jaures,48.89034054052266,2.2920683026313786,21,4,False,4,1970-01-01 00:00:01.697701982+00:00,False,1,1,27,23007,2023-10-19 08:13:58.434000+00:00,77.77777777777779
Pyrénées - Maraîchers,48.85714001395299,2.4043509364128117,18,0,True,0,1970-01-01 00:00:01.697702082+00:00,True,1,1,19,20016,2023-10-19 08:13:58.566000+00:00,94.73684210526315
Beaujon - Wagram,48.875352455985,2.2964416444302,27,2,True,2,1970-01-01 00:00:01.697701742+00:00,True,1,1,29,8056,2023-10-19 08:13:56.511000+00:00,93.10344827586206
Place Jacques Bonsergent,48.870948218595,2.3612049221992,30,3,True,1,1970-01-01 00:00:01.697702188+00:00,True,1,1,33,10010,2023-10-19 08:13:56.522000+00:00,90.9090909090909
Naples - Rome,48.87996070084623,2.321358695626259,23,3,True,0,1970-01-01 00:00:01.697702070+00:00,True,1,1,26,8019,2023-10-19 08:13:58.548000+00:00,88.46153846153845
Place de Passy,48.85780291711202,2.277500546942199,14,1,False,0,1970-01-01 00:00:01.697702132+00:00,False,1,1,15,16043,2023-10-19 08:13:58.366000+00:00,93.33333333333333
Gare RER de Saint-Denis,48.93554324248177,2.3471488058567047,33,5,True,2,1970-01-01 00:00:01.697702197+00:00,True,1,1,40,32015,2023-10-19 08:13:57.273000+00:00,82.5
Pont Neuf - Rivoli,48.860089892617,2.344057559967,5,20,True,7,1970-01-01 00:00:01.697702195+00:00,True,1,1,27,1117,2023-10-19 08:13:58.331000+00:00,18.51851851851852
Gare du Nord - Dunkerque,48.880423508429,2.3527636751533,24,3,True,1,1970-01-01 00:00:01.697702227+00:00,True,1,1,29,10028,2023-10-19 08:13:58.230000+00:00,82.75862068965517
Lavandieres Sainte Opportune - Rivoli,48.859279702476,2.3466217517853,20,7,False,2,1970-01-01 00:00:01.697701739+00:00,False,1,1,27,1120,2023-10-19 08:13:58.303000+00:00,74.07407407407408
Musée d'Orsay,48.85972615790874,2.325860448181629,6,57,True,22,1970-01-01 00:00:01.697702197+00:00,True,1,1,65,7007,2023-10-19 08:13:57.874000+00:00,9.230769230769232
Bassano -  Iéna,48.86814451048208,2.296149600985935,11,4,False,3,1970-01-01 00:00:01.697702204+00:00,False,1,1,15,16015,2023-10-19 08:13:58.609000+00:00,73.33333333333333
Clichy - Place Blanche,48.883601088297,2.3332237824798,18,2,True,2,1970-01-01 00:00:01.697702182+00:00,True,1,1,20,18043,2023-10-19 08:13:56.976000+00:00,90.0
8 Mai 1945 - 10 Juillet 1940,48.784567029674,2.3979035764933,4,26,True,0,1970-01-01 00:00:01.697702093+00:00,True,1,1,30,44010,2023-10-19 08:13:58.187000+00:00,13.333333333333334
Diderot - Pierre Bourdan,48.847648620797,2.3902582749724,16,5,False,1,1970-01-01 00:00:01.697702096+00:00,False,1,1,21,12107,2023-10-19 08:13:57.198000+00:00,76.19047619047619
Lallier - Trudaine ,48.88109246617963,2.3408224806189537,24,2,True,2,1970-01-01 00:00:01.697702187+00:00,True,1,1,29,9017,2023-10-19 08:13:58.551000+00:00,82.75862068965517
Gare du Nord - Saint-Vincent de Paul,48.880955741648,2.3524305148385,22,0,False,0,1970-01-01 00:00:01.697702222+00:00,False,1,1,24,10033,2023-10-19 08:13:58.433000+00:00,91.66666666666666
Pereire - Place de Wagram,48.887070607581215,2.304111124531457,38,6,True,5,1970-01-01 00:00:01.697701819+00:00,True,1,1,46,17022,2023-10-19 08:13:57.642000+00:00,82.6086956521739
Traversière - Ledru-Rollin,48.850735824128805,2.375870111706245,22,10,True,2,1970-01-01 00:00:01.697702207+00:00,True,1,1,34,12004,2023-10-19 08:13:58.297000+00:00,64.70588235294117
Ménilmontant - Père Lachaise,48.863287291502,2.3869940266013,36,5,True,3,1970-01-01 00:00:01.697702218+00:00,True,1,1,41,20030,2023-10-19 08:13:58.568000+00:00,87.8048780487805
Sabot - Rennes,48.852575112948415,2.331552766263485,13,13,True,10,1970-01-01 00:00:01.697702228+00:00,True,1,1,26,6032,2023-10-19 08:13:57.962000+00:00,50.0
Palais des Sports,48.833468517426,2.2858720645308,0,17,True,2,1970-01-01 00:00:01.697702065+00:00,True,1,1,22,15107,2023-10-19 08:13:58.038000+00:00,0.0
Fontainebleau - Edmond Michelet,48.80956436844049,2.3626908659935,43,1,True,1,1970-01-01 00:00:01.697701837+00:00,True,1,1,45,42703,2023-10-19 08:13:58.665000+00:00,95.55555555555556
Hôpital Pitié Salpêtrière,48.8377016,2.3604946,43,6,True,3,1970-01-01 00:00:01.697702041+00:00,True,1,1,50,13103,2023-10-19 08:13:57.421000+00:00,86.0
Chernoviz - Raynouard,48.8569864146289,2.282173218142987,25,10,False,0,1970-01-01 00:00:01.697702191+00:00,False,1,1,37,16112,2023-10-19 08:13:57.793000+00:00,67.56756756756756
Eugène Oudiné - Dessous Des Berges,48.8256423,2.3750226,36,8,False,4,1970-01-01 00:00:01.697702182+00:00,False,1,1,44,13046,2023-10-19 08:13:58.122000+00:00,81.81818181818183
Mont Valérien - Michel Salles,48.8561915,2.2152966,23,0,True,0,1970-01-01 00:00:01.697702166+00:00,True,1,1,24,22102,2023-10-19 08:13:56.993000+00:00,95.83333333333334
Place du Moulin de Javel,48.84021670922,2.2716060653329,2,52,False,13,1970-01-01 00:00:01.697702165+00:00,False,1,1,45,15058,2023-10-19 08:13:56.528000+00:00,4.444444444444445
Batignolles - Rome,48.881823370566806,2.3202589899301524,11,2,False,2,1970-01-01 00:00:01.697701874+00:00,False,1,1,15,8051,2023-10-19 08:13:57.729000+00:00,73.33333333333333
Neuve Saint-Pierre - Beautreillis,48.85355351439652,2.3639122769236565,0,18,False,3,1970-01-01 00:00:01.697702165+00:00,False,1,1,20,4110,2023-10-19 08:13:57.149000+00:00,0.0
Alfred Roll - Berthier,48.887808570529,2.3000952981763,19,6,False,6,1970-01-01 00:00:01.697702198+00:00,False,1,1,28,17102,2023-10-19 08:13:57.535000+00:00,67.85714285714286
Pernety - Raymond Losserand,48.834254627953,2.317609339387,27,4,True,3,1970-01-01 00:00:01.697701800+00:00,True,1,1,32,14030,2023-10-19 08:13:58.540000+00:00,84.375
Gare Montparnasse - Vaugirard,48.8418071798797,2.31951002690117,52,12,False,5,1970-01-01 00:00:01.697702217+00:00,False,1,1,66,15003,2023-10-19 08:13:58.541000+00:00,78.78787878787878
Villersexel - Saint-Germain,48.858297001218,2.3237934708595,0,15,False,8,1970-01-01 00:00:01.697701978+00:00,False,1,1,16,7008,2023-10-19 08:13:58.522000+00:00,0.0
